payment_id,order_id,matched_order_id,match_type,is_duplicate_payment_id,second_best_id_similarity,id_similarity_margin,low_similarity_margin,amount_diff,amount_diff_pct,date_diff_days,id_similarity,fee_in_range,competing_candidates_count,closest_competing_amount_diff_pct,settlement_amount,ledger_amount,category,batch_source
pay_E603A740042C41,order_9D870A09DEE84A,order_9D870A09DEE84A,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,7,0.0031,1580.27,1580.27,EXACT_MATCH,batch_clean
pay_D90317E33A0F45,order_02BBFD5BCDE245,order_02BBFD5BCDE245,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,11,0.0004,2980.94,2980.94,EXACT_MATCH,batch_clean
pay_749CCEAAEBCF45,order_22ECF9B4A1C741,order_22ECF9B4A1C741,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,1,0.001,155156.72,155156.72,EXACT_MATCH,batch_clean
pay_99C7E428844347,order_5B3BBF8357F64F,order_5B3BBF8357F64F,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,14,0.0024,2221.81,2221.81,EXACT_MATCH,batch_clean
pay_F5ABF5238A1148,order_32FE33E0E94241,order_32FE33E0E94241,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,6,0.0038,17386.23,17386.23,EXACT_MATCH,batch_clean
pay_6E7FE83C10A849,order_23BCBAE7976440,order_23BCBAE7976440,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,7,0.0002,1976.11,1976.11,EXACT_MATCH,batch_clean
pay_A7AD2265F70F49,order_6A93D6E08EDA43,order_6A93D6E08EDA43,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,5,0.0031,17967.52,17967.52,EXACT_MATCH,batch_clean
pay_96C8895EDD2A4A,order_D970430AC3544B,order_D970430AC3544B,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,2,0.0016,10161.55,10161.55,EXACT_MATCH,batch_clean
pay_E0A10D2ACC894C,order_CEC861662BE341,order_CEC861662BE341,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,6,0.0068,17593.36,17593.36,EXACT_MATCH,batch_clean
pay_F552DE28BE2B46,order_1B61C30AFEED49,order_1B61C30AFEED49,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,7,0.0003,1371.65,1371.65,EXACT_MATCH,batch_clean
pay_D4F9A1F2ED754B,order_FAE410D601F44E,order_FAE410D601F44E,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,1,0.0123,536.41,536.41,EXACT_MATCH,batch_clean
pay_1E2AD50C75DC48,order_6BCA094013C147,order_6BCA094013C147,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,5,0.0004,2484.01,2484.01,EXACT_MATCH,batch_clean
pay_41B4500D49184D,order_2B4B670BF32D44,order_2B4B670BF32D44,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,16,0.0035,2107.3,2107.3,EXACT_MATCH,batch_clean
pay_C32EE723255E4F,order_6BB1F58DEB014D,order_6BB1F58DEB014D,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,3,0.0105,24434.89,24434.89,EXACT_MATCH,batch_clean
pay_BE2C42AB959144,order_7A46FB2D955E4E,order_7A46FB2D955E4E,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,2,0.0043,12279.96,12279.96,EXACT_MATCH,batch_clean
pay_A7273F6869CB43,order_37E25089539D43,order_37E25089539D43,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,3,0.0048,177.6,177.6,EXACT_MATCH,batch_clean
pay_87DF97E84B8E45,order_8A211DCC3A4E41,order_8A211DCC3A4E41,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,5,0.0014,2433.75,2433.75,EXACT_MATCH,batch_clean
pay_5C8717A4B61045,order_FD1AA3A091B54A,order_FD1AA3A091B54A,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,3,0.0057,13950.3,13950.3,EXACT_MATCH,batch_clean
pay_898B2C2EADCA4F,order_83D3B048ADA947,order_83D3B048ADA947,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,4,0.0009,911.21,911.21,EXACT_MATCH,batch_clean
pay_AA47B3F4B64A48,order_5DBF724CE19E4F,order_5DBF724CE19E4F,exact,1,0.0,1.0,0,0.0,0.0,2.42,1.0,1,3,0.0006,1660.99,1660.99,DUPLICATE,batch_clean
pay_A9AE72DD63054F,order_DA5F0351DE4E48,order_DA5F0351DE4E48,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,8,0.0015,1330.05,1330.05,EXACT_MATCH,batch_clean
pay_8E158B9DA55243,order_A8E663FCE48E42,order_A8E663FCE48E42,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,11,0.0009,2780.64,2780.64,EXACT_MATCH,batch_clean
pay_3A4F089D97434C,order_D3B8A45FE70D4E,order_D3B8A45FE70D4E,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,1,0.0012,221.56,221.56,EXACT_MATCH,batch_clean
pay_5C90D74E8F3A4C,order_11C70188121A45,order_11C70188121A45,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,3,0.0172,24011.96,24011.96,EXACT_MATCH,batch_clean
pay_40AED235CD0447,order_B0FBA57863164E,order_B0FBA57863164E,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,24,0.0003,2896.99,2896.99,EXACT_MATCH,batch_clean
pay_D892806E6EE940,order_B8C8C466BB304B,order_B8C8C466BB304B,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,3,0.0012,1125.1,1125.1,EXACT_MATCH,batch_clean
pay_94A74FA6F74147,order_E368A22F71CA49,order_E368A22F71CA49,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,0,0.027,335.59,335.59,EXACT_MATCH,batch_clean
pay_FB633479980F45,order_582E04C833364D,order_582E04C833364D,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,1,0.0008,5494.36,5494.36,EXACT_MATCH,batch_clean
pay_B34A2AA7C1204B,order_2A6F85E6D78D40,order_2A6F85E6D78D40,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,5,0.0005,1417.28,1417.28,EXACT_MATCH,batch_clean
pay_B928FC80DBF042,order_37108CB74B1E4C,order_37108CB74B1E4C,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,5,0.0051,20068.7,20068.7,EXACT_MATCH,batch_clean
pay_001D7AB9ADE94D,order_DEF82146F7CD40,order_DEF82146F7CD40,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,1,0.0184,40661.72,40661.72,EXACT_MATCH,batch_clean
pay_18A97234312947,order_D9B077F257984A,order_D9B077F257984A,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,13,0.0024,2260.06,2260.06,EXACT_MATCH,batch_clean
pay_FE3EFE2FB4E64E,order_0A968C6DFF264D,order_0A968C6DFF264D,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,2,0.0019,482.35,482.35,EXACT_MATCH,batch_clean
pay_8C0B73D3292E4E,order_768C832768B642,order_768C832768B642,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,3,0.0072,717.15,717.15,EXACT_MATCH,batch_clean
pay_6D7AA836B1CA47,order_B33A9AF596C94A,order_B33A9AF596C94A,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,2,0.0033,456.16,456.16,EXACT_MATCH,batch_clean
pay_EDD41A024CE046,order_F6DC3B037C434D,order_F6DC3B037C434D,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,4,0.0027,23606.73,23606.73,EXACT_MATCH,batch_clean
pay_6AFC426702D84A,order_197D6B79AE7C40,order_197D6B79AE7C40,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,6,0.001,1017.54,1017.54,EXACT_MATCH,batch_clean
pay_99E573A63E474C,order_F0F11364C8B349,order_F0F11364C8B349,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,6,0.004,18177.09,18177.09,EXACT_MATCH,batch_clean
pay_650EDE1997AD48,order_DA04481ECF4241,order_DA04481ECF4241,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,4,0.0076,1844.23,1844.23,EXACT_MATCH,batch_clean
pay_76C7887ECDB442,order_F32CA999854B41,order_F32CA999854B41,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,6,0.0038,17320.17,17320.17,EXACT_MATCH,batch_clean
pay_7248BC5A4D1945,order_4C38F1C8549D4E,order_4C38F1C8549D4E,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,21,0.0019,2912.79,2912.79,EXACT_MATCH,batch_clean
pay_8C25C7BDB45243,order_67FB9767BC2D41,order_67FB9767BC2D41,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,9,0.0018,1332.5,1332.5,EXACT_MATCH,batch_clean
pay_2C6A1D8EBF1B40,order_0ADC7F422D884B,order_0ADC7F422D884B,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,3,0.0006,1661.97,1661.97,EXACT_MATCH,batch_clean
pay_E32179EAEBD545,order_FBFCF0B8BF454C,order_FBFCF0B8BF454C,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,0,0.0259,227.57,227.57,EXACT_MATCH,batch_clean
pay_416D13904E7A4E,order_02574A2A1BA74C,order_02574A2A1BA74C,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,10,0.0051,2713.92,2713.92,EXACT_MATCH,batch_clean
pay_24303ECDDCA145,order_7B3D338282E84B,order_7B3D338282E84B,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,14,0.0005,2279.34,2279.34,EXACT_MATCH,batch_clean
pay_8174FF95054C46,order_699569C95E9441,order_699569C95E9441,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,0,0.0282,185.83,185.83,EXACT_MATCH,batch_clean
pay_9C52AD15E4B946,order_91E160FDB18A4D,order_91E160FDB18A4D,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,7,0.0013,1369.84,1369.84,EXACT_MATCH,batch_clean
pay_AB998ADF09594F,order_0F39732541844B,order_0F39732541844B,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,7,0.0005,1979.07,1979.07,EXACT_MATCH,batch_clean
pay_7505B5019F7B41,order_0E4979DE0C8249,order_0E4979DE0C8249,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,1,0.0114,4786.9,4786.9,EXACT_MATCH,batch_clean
pay_73DFF4E7D17144,order_9337660B6B7145,order_9337660B6B7145,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,7,0.0003,1372.02,1372.02,EXACT_MATCH,batch_clean
pay_B1D409DB38DB42,order_733D05DDF71449,order_733D05DDF71449,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,0,0.1895,32956.8,32956.8,EXACT_MATCH,batch_clean
pay_6B071A64EAE24F,order_C383F668B4DC48,order_C383F668B4DC48,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,5,0.0004,2483.14,2483.14,EXACT_MATCH,batch_clean
pay_0E85033914684F,order_E6ACF1E423FD45,order_E6ACF1E423FD45,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,3,0.0012,1123.77,1123.77,EXACT_MATCH,batch_clean
pay_C789E766CC4746,order_CC1FD40F048645,order_CC1FD40F048645,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,3,0.0058,566.96,566.96,EXACT_MATCH,batch_clean
pay_42277588077043,order_B3B31B956B1E41,order_B3B31B956B1E41,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,2,0.0089,696.64,696.64,EXACT_MATCH,batch_clean
pay_4F74EA7396DA45,order_0EE68B4C02E94A,order_0EE68B4C02E94A,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,2,0.0121,549.62,549.62,EXACT_MATCH,batch_clean
pay_E40706BC873E4E,order_28019F64DD4948,order_28019F64DD4948,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,3,0.0125,1003.82,1003.82,EXACT_MATCH,batch_clean
pay_77B65D66B5AE49,order_49AA4BC3ACCC47,order_49AA4BC3ACCC47,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,2,0.0167,88475.77,88475.77,EXACT_MATCH,batch_clean
pay_FD92A22DADF544,order_D9A1365F97DA48,order_D9A1365F97DA48,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,8,0.0005,1980.07,1980.07,EXACT_MATCH,batch_clean
pay_9233C45565924E,order_1E4EBCF92FC544,order_1E4EBCF92FC544,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,11,0.0038,2324.51,2324.51,EXACT_MATCH,batch_clean
pay_936493DA5EAE40,order_9ED71AD326144C,order_9ED71AD326144C,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,5,0.0039,1198.87,1198.87,EXACT_MATCH,batch_clean
pay_AEFC1E9FFD8F4C,order_2496296707FC43,order_2496296707FC43,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,11,0.0002,2151.1,2151.1,EXACT_MATCH,batch_clean
pay_81C42ACFD36B4A,order_601C6F1F55B44D,order_601C6F1F55B44D,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,5,0.0033,1824.41,1824.41,EXACT_MATCH,batch_clean
pay_D41FEF4FF64043,order_BF95FE7807CE4B,order_BF95FE7807CE4B,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,0,0.0346,238278.49,238278.49,EXACT_MATCH,batch_clean
pay_B9FA7ECF44CC4D,order_8D2E83C34E714B,order_8D2E83C34E714B,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,0,0.0359,69609.9,69609.9,EXACT_MATCH,batch_clean
pay_B6EF0328CE0344,order_878977712B104C,order_878977712B104C,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,1,0.001,4570.46,4570.46,EXACT_MATCH,batch_clean
pay_C0BDD2C06E0240,order_0AAD1351A2C644,order_0AAD1351A2C644,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,2,0.0011,140466.73,140466.73,EXACT_MATCH,batch_clean
pay_DB6B73CC95F24C,order_E7C1EE052E2E4D,order_E7C1EE052E2E4D,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,8,0.0,1508.19,1508.19,EXACT_MATCH,batch_clean
pay_B0C3A267BD9346,order_74A6AB01F2C341,order_74A6AB01F2C341,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,6,0.0003,19059.43,19059.43,EXACT_MATCH,batch_clean
pay_1344777FCB924E,order_3850902220C546,order_3850902220C546,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,18,0.0009,2951.49,2951.49,EXACT_MATCH,batch_clean
pay_0BC7F099873743,order_1EE33DEC4CA04D,order_1EE33DEC4CA04D,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,0,0.091,160.68,160.68,EXACT_MATCH,batch_clean
pay_F9B26540215F4F,order_568B7CE6488E40,order_568B7CE6488E40,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,8,0.0005,1317.38,1317.38,EXACT_MATCH,batch_clean
pay_9307AC7E39804A,order_D88E0928AF4244,order_D88E0928AF4244,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,4,0.0009,912.04,912.04,EXACT_MATCH,batch_clean
pay_F0D8CBB994F543,order_2B2FD2866DDF44,order_2B2FD2866DDF44,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,4,0.0007,21636.93,21636.93,EXACT_MATCH,batch_clean
pay_BF0D59BB8F2C41,order_7F202DB108E646,order_7F202DB108E646,exact,0,0.0,1.0,0,0.0,0.0,11.0,1.0,1,5,0.001,1016.51,1016.51,DATE_DRIFT,batch_clean
pay_C368477DAB5642,order_EEBE346A3A5546,order_EEBE346A3A5546,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,4,0.0071,1799.51,1799.51,EXACT_MATCH,batch_clean
pay_A7811363E99A44,order_F2837BC5304848,order_F2837BC5304848,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,9,0.0014,2986.49,2986.49,EXACT_MATCH,batch_clean
pay_861AA9E5BA004B,order_C1015362CC5D42,order_C1015362CC5D42,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,6,0.0005,2677.85,2677.85,EXACT_MATCH,batch_clean
pay_40805A7299B04B,order_B2A3288F445F4B,order_B2A3288F445F4B,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,2,0.0043,12332.61,12332.61,EXACT_MATCH,batch_clean
pay_7B229C10A1F74B,order_493F63761A7E43,order_493F63761A7E43,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,1,0.0195,3755.57,3755.57,EXACT_MATCH,batch_clean
pay_4FBCFDA9265448,order_B8BEA3B3E87541,order_B8BEA3B3E87541,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,3,0.0105,19858.24,19858.24,EXACT_MATCH,batch_clean
pay_9D6A1C1DE62B46,order_8403226E2B664F,order_8403226E2B664F,exact,0,0.0,1.0,0,18.46,0.0096,2.08,1.0,1,11,0.0093,1946.49,1928.03,AMOUNT_MISMATCH,batch_clean
pay_E8CCA1B8833A4F,order_7FCD1448DC2146,order_7FCD1448DC2146,exact,0,0.0,1.0,0,0.0,0.0,2.12,1.0,1,6,0.0017,19155.03,19155.03,EXACT_MATCH,batch_clean
pay_B3020204D54D40,order_BC4EF94EAF954B,order_BC4EF94EAF954B,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,0,0.0711,108.41,108.41,EXACT_MATCH,batch_clean
pay_5386E946CEAF43,order_321606EC988B47,order_321606EC988B47,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,2,0.0115,10045.13,10045.13,EXACT_MATCH,batch_clean
pay_757F134A3FD148,order_13A276DCA56C44,order_13A276DCA56C44,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,8,0.0052,1566.29,1566.29,EXACT_MATCH,batch_clean
pay_E2EC1D91310446,order_5492F3A359AC47,order_5492F3A359AC47,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,3,0.0013,1658.82,1658.82,EXACT_MATCH,batch_clean
pay_714BD51DF51648,order_FB28741FD0D84E,order_FB28741FD0D84E,exact,0,0.0,1.0,0,0.0,0.0,2.29,1.0,1,0,0.0293,6854.2,6854.2,EXACT_MATCH,batch_clean
pay_9B1E4904D30A48,order_AD6552D43B1341,order_AD6552D43B1341,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,5,0.0036,2624.52,2624.52,EXACT_MATCH,batch_clean
pay_D2304BBE454F4B,order_5F9A2C96253544,order_5F9A2C96253544,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,6,0.004,1282.95,1282.95,EXACT_MATCH,batch_clean
pay_35329737F25D45,order_17B23B1946A94B,order_17B23B1946A94B,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,11,0.0016,2315.74,2315.74,EXACT_MATCH,batch_clean
pay_D53A35DDA78B40,order_3E06F6ED01ED4B,order_3E06F6ED01ED4B,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,10,0.0001,2190.54,2190.54,EXACT_MATCH,batch_clean
pay_48F823F11B9E44,order_823995A3727C40,order_823995A3727C40,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,0,0.0463,8272.87,8272.87,EXACT_MATCH,batch_clean
pay_2374EB308CDE42,order_13FB03C1876047,order_13FB03C1876047,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,17,0.0001,2083.37,2083.37,EXACT_MATCH,batch_clean
pay_B9D78EBECF9C44,order_B64AA89E2F5246,order_B64AA89E2F5246,exact,0,0.0,1.0,0,0.0,0.0,2.42,1.0,1,20,0.0003,2878.54,2878.54,EXACT_MATCH,batch_clean
pay_35BB87ECAD764B,order_2A4D6B22EE4F41,order_2A4D6B22EE4F41,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,1,0.014,14551.61,14551.61,EXACT_MATCH,batch_clean
pay_5F1688DDA94D44,order_44F76CB594034C,order_44F76CB594034C,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,1,0.0071,386.13,386.13,EXACT_MATCH,batch_clean
pay_020C8D48CAF94F,order_309496E7D2314A,order_309496E7D2314A,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,0,0.0239,200.1,200.1,EXACT_MATCH,batch_clean
pay_37FDDA72E5CE49,order_DB32DE4F137E43,order_DB32DE4F137E43,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,6,0.0042,17175.41,17175.41,EXACT_MATCH,batch_clean
pay_2E9D5DADDE114E,order_53C8ABE181FB46,order_53C8ABE181FB46,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,2,0.009,1099.86,1099.86,EXACT_MATCH,batch_clean
pay_F7884F0BE42540,order_8C98C6B317154B,order_8C98C6B317154B,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,10,0.0016,2187.1,2187.1,EXACT_MATCH,batch_clean
pay_13830D4629CF4D,order_655566648F324B,order_655566648F324B,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,4,0.0059,1739.39,1739.39,EXACT_MATCH,batch_clean
pay_3826DEE5EC9F4B,order_446388A703DA42,order_446388A703DA42,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,7,0.002,1268.77,1268.77,EXACT_MATCH,batch_clean
pay_07894702664549,order_3FF8212550FB45,order_3FF8212550FB45,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,1,0.0054,5253.4,5253.4,EXACT_MATCH,batch_clean
pay_A4416A2614AC4C,order_0617800E8CB948,order_0617800E8CB948,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,13,0.0005,2126.91,2126.91,EXACT_MATCH,batch_clean
pay_A6D07282B77C4C,order_C7505EA9F2EA40,order_C7505EA9F2EA40,exact,0,0.0,1.0,0,0.0,0.0,2.38,1.0,1,6,0.0022,1187.74,1187.74,EXACT_MATCH,batch_clean
pay_4EFBC76BB73042,order_7F070A0BF1B346,order_7F070A0BF1B346,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,17,0.0001,2083.5,2083.5,EXACT_MATCH,batch_clean
pay_4C3B7E41B2784D,order_263C22C8964042,order_263C22C8964042,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,0,0.0255,119.69,119.69,EXACT_MATCH,batch_clean
pay_856065FA731340,order_1DC93B20E7D844,order_1DC93B20E7D844,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,8,0.0013,1556.18,1556.18,EXACT_MATCH,batch_clean
pay_9D1AC72E51A44E,order_8467B5F5E2814B,order_8467B5F5E2814B,exact,0,0.0,1.0,0,0.0,0.0,2.33,1.0,1,8,0.0007,20761.56,20761.56,EXACT_MATCH,batch_clean
pay_645C9B0DCA2E42,order_C7EB3FB2EF5349,order_C7EB3FB2EF5349,exact,0,0.0,1.0,0,0.0,0.0,2.04,1.0,1,5,0.0012,917.69,917.69,EXACT_MATCH,batch_clean
pay_9D31DA4744024B,order_2858D63E2AC340,order_2858D63E2AC340,exact,0,0.0,1.0,0,0.0,0.0,2.5,1.0,1,3,0.0005,23531.5,23531.5,EXACT_MATCH,batch_clean
pay_FDDCEBE8B88948,order_7A38AEBD2D534D,order_7A38AEBD2D534D,exact,0,0.0,1.0,0,0.0,0.0,2.17,1.0,1,2,0.0063,159602.21,159602.21,EXACT_MATCH,batch_clean
pay_5DA277D713784B,order_07FB0DF043C24B,order_07FB0DF043C24B,exact,0,0.0,1.0,0,0.0,0.0,11.0,1.0,1,9,0.0004,2351.64,2351.64,DATE_DRIFT,batch_clean
pay_39BBB38950F141,order_4B2301BB620E4F,order_4B2301BB620E4F,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,7,0.0017,2568.79,2568.79,EXACT_MATCH,batch_clean
pay_CF0D780A26344A,order_13E1F91ECD394B,order_13E1F91ECD394B,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,6,0.0023,2373.38,2373.38,EXACT_MATCH,batch_clean
pay_F22B30248C7F44,order_C4F11EC240BC46,order_C4F11EC240BC46,exact,0,0.0,1.0,0,0.0,0.0,2.25,1.0,1,5,0.0049,702.89,702.89,EXACT_MATCH,batch_clean
pay_4BA513E34D2C4D,order_0CFEF896FF0E41,order_0CFEF896FF0E41,exact,0,0.0,1.0,0,0.0,0.0,13.0,1.0,1,17,0.0002,2057.94,2057.94,DATE_DRIFT,batch_clean
pay_A44A0C717E944F,order_19B48BA8503D4C,order_19B48BA8503D4C,exact,0,0.0,1.0,0,0.0,0.0,2.46,1.0,1,1,0.0192,15666.7,15666.7,EXACT_MATCH,batch_clean
pay_9BE3E2EF1A2245,order_3CFA3DC834AB4D,order_3CFA3DC834AB4D,exact,0,0.0,1.0,0,0.0,0.0,2.21,1.0,1,18,0.0007,2944.87,2944.87,EXACT_MATCH,batch_clean
pay_5D020FA2CF0D4C,orde_r65310809A02943,order_65310809A02943,fuzzy,0,0.6,0.35,0,0.0,0.0,2.12,0.95,1,9,0.002,1357.48,1357.48,ID_AMBIGUOUS,batch_clean
pay_794B9882295548,order_F287A236CB7E24,order_F287A236CB7E42,fuzzy,0,0.65,0.3,0,0.0,0.0,2.0,0.95,1,16,0.0027,2069.6,2069.6,ID_AMBIGUOUS,batch_clean
pay_03F79A6C574944,order_C238694D28CD04,order_C238694D28CD40,fuzzy,0,0.7,0.25,0,0.0,0.0,2.42,0.95,1,10,0.002,1354.77,1354.77,ID_AMBIGUOUS,batch_clean
pay_0E5F1E45BB4C40,order_E758D47589D647,order_7E58D47589D647,fuzzy,0,0.6,0.35,0,0.0,0.0,2.04,0.95,1,0,0.047,249481.36,249481.36,ID_AMBIGUOUS,batch_clean
pay_A60F6440AD2144,order_B34BFD3A65949C,order_B34BFD3A65994C,fuzzy,0,0.6,0.35,0,0.0,0.0,2.33,0.95,1,9,0.0035,2339.39,2339.39,ID_AMBIGUOUS,batch_clean
pay_C5E355626F3F44,odrer_4695D8E1EDA04B,order_4695D8E1EDA04B,fuzzy,0,0.55,0.4,0,0.0,0.0,2.0,0.95,1,2,0.0014,140815.71,140815.71,ID_AMBIGUOUS,batch_clean
pay_DCA72E37105543,oredr_DDFA70432E5F4C,order_DDFA70432E5F4C,fuzzy,0,0.55,0.4,0,0.0,0.0,2.33,0.95,1,0,0.0245,205.0,205.0,ID_AMBIGUOUS,batch_clean
pay_F4045688B5724B,order_996E8F15BF14AB,order_996E8F15BF1A4B,fuzzy,0,0.6,0.35,0,0.0,0.0,2.04,0.95,1,0,0.0296,325.66,325.66,ID_AMBIGUOUS,batch_clean
pay_8DF71C734CF241,order_152DBD0347E492,order_152DBD0347E942,fuzzy,0,0.6,0.35,0,0.0,0.0,2.21,0.95,1,5,0.0005,1418.0,1418.0,ID_AMBIGUOUS,batch_clean
pay_8F6C0424F85147,order_16DC987853D149,order_16DC987853D149,exact,0,0.0,1.0,0,0.0,0.0,2.0,1.0,1,0,0.0768,142010.13,142010.13,EXACT_MATCH,batch_realistic
pay_1B5C3181017C48,order_86CE3F2C7B7A45,order_86CE3F2C7B7A45,exact,0,0.0,1.0,0,0.0,0.0,2.08,1.0,1,5,0.0015,23686.41,23686.41,EXACT_MATCH,batch_realistic
